text	NOT	HOF
"Writing this post is making my tongue numb, reminding me of a death injury. And I find this line: ""the cutting out the tongues of prophetic poets."" Shit's constantly the same, actually."	0.66686034	0.33313963
[USER] Okay now go show the destroyed buildings in Gaza pussy	0.032151233	0.9678487
[USER] [USER] you all are fools so don't come to teach us our culture Resign_PM_Modi boycottbjp Resign_PM_Modi ResignModi ResignPMmodi	0.047950678	0.95204926
A pictures tells it all. Also, remember that freedom of expression is the fundamental right of every citizen, you coward. ExitModi BjpDestroyedIndia ModiResign ResignModi ModiFailedIndia JanKiBaat ModiHataoDeshBachao ModiKaVaccineJumla [URL]	0.042302474	0.9576976
This asshole's a fucking pig!	0.015516122	0.9844839
This is so scary, Wuhan virus spreading rapidly. Need early lock down in our state. ChineseVirus [URL]	0.90427214	0.09572788
What? Not interested in replying! Seems like you guys are more busy in fixing street lights and potholes than CovidVaccine [USER] [USER] [USER] [USER]	0.8150428	0.18495718
Dear Sir [USER] [USER] [USER] [USER] [USER] We 8 people are issued certificate for 1st dose of vaccine without giving actual vaccine. No one at vaccine center (Raiya, Diyodar) is having proper answer to this. Please do the needful. CovidVaccine [URL]	0.96830153	0.031698525
[USER] This is such sad thing to know. May this hard times end soooon! Many many love and prayers for you and yout loved oness from PAKISTAN and its people! 🇵🇰 Be patient❤ IndiaCovidCrisis	0.9758129	0.024187084
[USER] [USER] [USER] Full kit wanker	0.027490646	0.9725094
Dirty politics of BJP has to end! People need oxygen not assurances and scams. Stop the bureaucracy now! ResignModi [URL]	0.06579857	0.93420136
[USER] Well at least u knew he was shitty i couldn't even do that lmaoooo neyse at least i built up a better personality after that asshole	0.029903634	0.9700964
Piss off 😒 [URL]	0.019864138	0.9801358
Modi is a vulture...he is unfortunate destiny of india. Resign_PM_Modi	0.042059164	0.9579408
[USER] Damn lol got a message from you and felt like it was a fake	0.74688506	0.2531149
[USER] If, instead of 1990, Kashmiri pandits were being forced out of Kashmir today, I don't think anything would have ended up differently. Shame on you Modi ji !!! [USER] [USER] [USER] WestBengalElections2021 WestBengalPolls WestBengalViolence BengalBurning	0.03528917	0.9647108
found out the reason I scream bloody murder when ppl startle me is a direction manifestation of my manic depression LMFAO so basically I can't help it and ima be a scary bitch forever. LMFAOOOOO I love learning stuff about me	0.10452962	0.8954704
Her damn cousin,maybe? *answer a 2 meters tall black owl girl,with summer clothing on her,looking sternly at him* And who ya' should be,dude? 'cause ya' definitely look like an hella big,pompous pimp like guy! What about ma' way of talking of my only cousin,uh? Why ya' even care? [URL] [URL]	0.18988313	0.8101169
[USER] surprise, motherfucker 😈	0.015736217	0.98426384
that fucker needs to be put down he's really trying to create an absolute monopoly and acquire the entire industry it's fucking annoying and concerning [URL]	0.012902059	0.9870979
[USER] Disneyland with my favourite hooker	0.2732658	0.7267342
How many times a day do you think, say, or just want to scream.... MOTHER FUCKER!!!!! I'm averaging about 31 these days.	0.016443642	0.9835564
"[USER] Jackal's smug face was replaced by pure confusion, What in world did he just say? 🖤:""Mod- pardon me for my lost of words but goodness"" Jackal looked at the pimp, maybe it wasn't such bad idea- It would look good on his own business 🖤: ""Hmm, Is there more benefits?"""	0.3572502	0.6427498
Stop blocking patents for the vaccine [USER] CovidVaccine [URL]	0.9625635	0.037436515
If you're cishet and you have something negative to say about Pride, please do everyone a favor and keep your mouth shut. No one wants to hear it, and even more so, no one gives a damn about your shitty bigoted opinion.	0.17527758	0.8247224
[USER] [USER] [USER] [USER] [USER] [USER] Do you see it now? I don't. That is the only fact you NO ONE in this world deserves this kind of pain. Aka [USER] ResignPMmodi ALREADY!!!	0.25477564	0.7452244
HIT! NOT HOT!!! FUCK YOU ACTUALLY	0.015089938	0.9849101
[USER] [USER] Dawg talk to some women who actually wear burkha, its not always a sign of oppression, some women actually find power in it! Stop casually being a islamophobe . Stop coming after othera[CUR]™s religion. You are just a narcissistic vi	0.058014832	0.9419852
Now you can't call WuhanVirus a ChineseVirusCorona CCP has cleverly implanted racism propoganda to block it... [USER] [USER] [USER] [URL]	0.5444381	0.4555619
robert you can come to me at the end of july :) idk what about abdul .asshole dont keep animals at home. come join us in ours factory i have a pland to realise for 100k pln monthly on head come we will work this out and go to miley. we can pay for a jet to LA but leave itto Miley	0.022388747	0.9776112
Bill Gates demanding America not to share the covid19 vaccine formulas with India is absolutely disgusting. Dona[CUR]™t feel sorry for his divorce, when he is willing to let millions die. BillGates COVIDEmergencyIndia Stayhome IndiaCovidCrisis	0.49387577	0.5061242
[USER] Bloody cover up.Where were his security detail?All those trying desperately to remove him from office have finally succeeded through murder.....y'all know yourselves....mind you,'KARMA IS A BITCH'	0.04710807	0.95289195
"Fuck the piece of shit honestly hea[CUR]™s not worried about ""public health "" people 20& under are more likely to die of influenza than they are the chinesevirus ita[CUR]™s time to stop pretending like wuhanflu is a huge epidemic it has a 1.7% CFR ita[CUR]™s time to get back to life firefauci [URL]"	0.02053282	0.97946715
[USER] [USER] [USER] Hey shitbag, almost 50% of marriages in Pakistan are of 1st cousins. That makes half of their population inbred. Maybe thats too much for you to understand.	0.31081748	0.6891825
As India undergoing a deadly second wave, hospitals are running out of resources. Help us to provide life-saving healthcare supplies, please donate & share: [URL] IndiaCovidCrisis IndiaCovidRelief indiacovid	0.97712725	0.022872718
Pauline Hanson must be upset that the PM is stealing her voter base. First, with his sexism & misogyny, now with his racist bullyboy threats against Indian Australian citizens wanting to return home.😖😠auspol IndiaCovidCrisis IStandWithIndianAustralians	0.06958288	0.9304171
This is on the face of the bhakts sharing all the rumours and spreading all the hate, incited by BJP IT Cell.Verify before you share! And stop igniting this state! Things were way peaceful before you'll came in! ResignModi bangalviolence tmcgoons bangalviolence JoyBangla [URL]	0.18951859	0.81048137
Yesterday I discovered my FLF was growing a new leaf. Today when I was watering, I was a clumsy bitch and broke off the new growth. So if you need me I'll be pouting for the rest of the week. [URL]	0.15192932	0.8480707
[USER] They deserve it. Dubas is a smug son of a bitch	0.021155948	0.978844
[USER] All them goofy niccas watching that shit. If that's my people's I'm airing the place out.	0.14202444	0.85797554
I hate Modi, BJP and it's workers. This hate is not because of it's Hindu-Muslim/ mandir-masjid dirty politics.. But it's because of it's unconstitutional and non-democratic acts. bjpmuktbharat ModiMustResign BjpDestroyedIndia ModiFailsIndia IndiaCovidCrisis CovidIndia	0.071357116	0.9286429
When will we learn to support for once, and stop criticising. Why can't we just come together and fight this. USA - 33m cases 10% of population INDIA - 19m cases 1.5% of population USA Deaths per Million- 1777 INDIA Deaths per Million - 157 IndiaCovidCrisis [URL]	0.9322811	0.067718975
[USER] A Twat ☝🥱 can't imagine anything more painful than listening to these 2 Biggest Bores 🥱	0.045003667	0.9549964
I was a poor little kid in the lungs of new York Just like a motherless son of a bitch Loaded on ephedrine looking for downers and coke Like a sun that just wouldn't set out on the horizon Singing and dancing to them nighttime songs	0.06366808	0.9363319
We know the proverb 'Health is wealth' But at present in India it has turned 'Wealth is health' People are buying oxygen, beds, oxygen concentrators, etc Time has become so worse. Who had cursed us💔 Everyone is helpless without everyone's support🙏. IndiaCovidCrisis	0.7791033	0.22089674
[USER] [USER] What nonscence..if she had so much of problem she wouldn't have casted him..it was he show..her show rep was high all becz of sushi.what is trying to prove she did meherbani in Sushi.why the heck she went to funeral n cried n did that natak.. bloody bitch	0.08184091	0.91815907
[USER] Who is that wanker...on the left side in pakistan jersey.... I dont know anything about cricket other than indian players	0.038989145	0.9610109
[USER] [USER] [USER] [USER] [USER] [USER] and all members of [USER] [USER] Please stop having conferences with your STUPID PM because he needs to focus on the citizens right now. It's upsetting how we have to ask YOU to stop because our PM WONT Resign_PM_Modi	0.058232263	0.94176775
[USER] Absolutely shameless !! ResignPMmodi	0.061043635	0.9389564
[USER] [USER] Sly fucker gave up on us weeks ago Terry	0.018548353	0.9814517
[USER] Well, you can always pay some scumbag asshole [CUR]200 for a longsleeve on some secondhand site	0.019120675	0.98087937
[USER] You are incapable to take care of Karyakartas well-being. Bengal is burning with killing, rape,loot and destruction. But instead of arrest Momta/ imposing president rule ,you are into Dharna which is height of incompetence. More than 1.25 lakhs left	0.073679246	0.9263208
As independent citizen I have my constitutional rights to have political opinions and I feel noone can force me to change for any reason. What WB is witnessing is Shame and elected Government is having a responsibility to take care of its citizens under oaths BengalBurning	0.44438934	0.55561066
[USER] [USER] 50 jobs, Bloody hell. What benefits brexit is bringing! With results this strong I'm beginning to wonder why I voted to remain in the EU.	0.23617806	0.76382196
You said it, Sir...!! This 2nd Wave has come too close to many of us and it has scared all of us. This ChineseVirus is to be scared of. Be wary. Be careful. Be safe. & Stay Healthy. [URL]	0.88564557	0.11435447
[USER] Christ, I'd be choking on my bollocks if I swam in that!	0.029586175	0.9704138
[USER] [USER] [USER] I need to go to Florida and see the Mario statue, Maybe I'll wrestle a florida man too, cause I'm Australian... well, I mean why the bloody hell not.	0.2211212	0.7788788
"[USER] looks like last words of George Floyd are being played out on streets of Delhi and all across India and that is heartbreaking and unfortunate- ""I cana[CUR]™t breathe I cana[CUR]™t breathe"" ModiMustResign IndiaCovidCrisis COVIDSecondWaveInIn"	0.42518383	0.5748162
[USER] [USER] [USER] Wanker	0.021917453	0.97808254
T3chn0 you son of a bitch Making me watch your content again for drm lore this is SICK	0.05749322	0.9425068
IndiaCovidCrisis : The carnage is unimaginable. In big cities, hospitals are overwhelmed. Critically ill people line up outside trying to get oxygen, in rural areas entire generations are being wiped out by the virus,before even getting a diagnosis. [URL]	0.9585112	0.04148887
Ia[CUR]™ll be patient with this fucker,,,, because I love him and can relate to some of his problems and Ia[CUR]™m like c!tommy and just refuses to give up on him [URL]	0.017667739	0.9823323
