	Sentence	Predicted label	Matched rule
1031	You know that shitbag who's been pissing you off? Fuck 'em [URL]	HOF	['(u_2 / fuck)']
1032	Disgusting behaviour by Chinese authorities. Thousands are dying in India This is not a propaganda opportunity. boycottchina IndiaCovidCrisis boycotthuawei boycottlenovo [URL]	NOT	
1033	Banal bear bug INCOMING! How hard is it for posters to add the name of their CovidVaccine whenever they're describing their awful side effects.	NOT	
1034	Bloody Chinese are making in India! ChineseVirus [URL]	NOT	
1035	[USER] Whore.	HOF	['(u_764 / whore)']
1036	cishets in my country are such low-lifes, they bash the community for liking the same gender but look at what they do. premarital sex, watch and masturbate to porn everyday.. so who's the sinner now, fucker	HOF	['(u_1 / fucker)']
1037	JEALOUSY A BITCH IT LOOK LIKE.	HOF	['(u_1 / bitch)']
1038	[USER] [USER] Piss off I hope you stub your toe 👍🏼	HOF	['(u_1 / pissHYPHENoff)']
1039	I want my father to get vaccinated because I want him to be safe but I am scared of him going to a vaccination centre because I want him to be safe. COVID19Vaccine Cowin CovidVaccine vaccination [URL]	NOT	
1040	Muslim jehadies under Mamata brutally killing and raping Hindu women in Bengal... Bastard mallu media and cultural dogs are damn silent on this inhuman act. JungleRajinBengal MamataTerroirm JihadiTerrorism MurderPolitics MassExodusOfHindus BengalBurning Deploy Army [URL]	HOF	['(u_1 / bastard)']
1041	[USER] do you have any idea how it feels when rape is made political? Stop your IT cell as____le! ResignModi let educated save lives of CovidIndia [URL]	NOT	
1042	.[USER] [USER]: very clearly it worries me, and very clearly the second doses will not come in time. CovidVaccine COVAX Kenya Uganda?	NOT	
1043	Morrison's touting VaccinePassports as the next step for Australia. No. Absolutely not. [USER], I cannot stress enough just how terrible an idea this is. Do not take this dangerous road. The people are not going to be receptive. auspol COVID19 CovidVaccine [URL]	NOT	
1044	Watching Sanju Verma on [USER] is a harsh reminder of the uncouth noise and nonsense that [USER]'s ruling model is. This throwing dust and blame after killing millions is not going to exonerate you. ResignPMmodi ResignShah	HOF	['(u_1 / kill :ARG1 (u_2 / person))']
1045	"Writing this post is making my tongue numb, reminding me of a death injury. And I find this line: ""the cutting out the tongues of prophetic poets."" Shit's constantly the same, actually."	HOF	['(u_1 / shit)']
1046	[USER] Okay now go show the destroyed buildings in Gaza pussy	NOT	
1047	[USER] [USER] you all are fools so don't come to teach us our culture Resign_PM_Modi boycottbjp Resign_PM_Modi ResignModi ResignPMmodi	NOT	
1048	A pictures tells it all. Also, remember that freedom of expression is the fundamental right of every citizen, you coward. ExitModi BjpDestroyedIndia ModiResign ResignModi ModiFailedIndia JanKiBaat ModiHataoDeshBachao ModiKaVaccineJumla [URL]	NOT	
1049	This asshole's a fucking pig!	HOF	['(u_401 / asshole)']
1050	This is so scary, Wuhan virus spreading rapidly. Need early lock down in our state. ChineseVirus [URL]	NOT	
1051	What? Not interested in replying! Seems like you guys are more busy in fixing street lights and potholes than CovidVaccine [USER] [USER] [USER] [USER]	NOT	
1052	Dear Sir [USER] [USER] [USER] [USER] [USER] We 8 people are issued certificate for 1st dose of vaccine without giving actual vaccine. No one at vaccine center (Raiya, Diyodar) is having proper answer to this. Please do the needful. CovidVaccine [URL]	NOT	
1053	[USER] This is such sad thing to know. May this hard times end soooon! Many many love and prayers for you and yout loved oness from PAKISTAN and its people! 🇵🇰 Be patient❤ IndiaCovidCrisis	NOT	
1054	[USER] [USER] [USER] Full kit wanker	HOF	['(u_1 / wank)']
1055	Dirty politics of BJP has to end! People need oxygen not assurances and scams. Stop the bureaucracy now! ResignModi [URL]	NOT	
1056	[USER] Well at least u knew he was shitty i couldn't even do that lmaoooo neyse at least i built up a better personality after that asshole	NOT	
1057	Piss off 😒 [URL]	HOF	['(u_1 / pissHYPHENoff)']
1058	Modi is a vulture...he is unfortunate destiny of india. Resign_PM_Modi	NOT	
1059	[USER] Damn lol got a message from you and felt like it was a fake	NOT	
1060	[USER] If, instead of 1990, Kashmiri pandits were being forced out of Kashmir today, I don't think anything would have ended up differently. Shame on you Modi ji !!! [USER] [USER] [USER] WestBengalElections2021 WestBengalPolls WestBengalViolence BengalBurning	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
1061	found out the reason I scream bloody murder when ppl startle me is a direction manifestation of my manic depression LMFAO so basically I can't help it and ima be a scary bitch forever. LMFAOOOOO I love learning stuff about me	HOF	['(u_1 / bitch)']
1062	Her damn cousin,maybe? *answer a 2 meters tall black owl girl,with summer clothing on her,looking sternly at him* And who ya' should be,dude? 'cause ya' definitely look like an hella big,pompous pimp like guy! What about ma' way of talking of my only cousin,uh? Why ya' even care? [URL] [URL]	NOT	
1063	[USER] surprise, motherfucker 😈	HOF	['(u_859 / motherfucker)']
1064	that fucker needs to be put down he's really trying to create an absolute monopoly and acquire the entire industry it's fucking annoying and concerning [URL]	HOF	['(u_1132 / fucking)']
1065	[USER] Disneyland with my favourite hooker	NOT	
1066	How many times a day do you think, say, or just want to scream.... MOTHER FUCKER!!!!! I'm averaging about 31 these days.	HOF	['(u_1 / fucker)']
1067	"[USER] Jackal's smug face was replaced by pure confusion, What in world did he just say? 🖤:""Mod- pardon me for my lost of words but goodness"" Jackal looked at the pimp, maybe it wasn't such bad idea- It would look good on his own business 🖤: ""Hmm, Is there more benefits?"""	NOT	
1068	Stop blocking patents for the vaccine [USER] CovidVaccine [URL]	NOT	
1069	If you're cishet and you have something negative to say about Pride, please do everyone a favor and keep your mouth shut. No one wants to hear it, and even more so, no one gives a damn about your shitty bigoted opinion.	NOT	
1070	[USER] [USER] [USER] [USER] [USER] [USER] Do you see it now? I don't. That is the only fact you NO ONE in this world deserves this kind of pain. Aka [USER] ResignPMmodi ALREADY!!!	NOT	
1071	HIT! NOT HOT!!! FUCK YOU ACTUALLY	HOF	['(u_2 / fuck)']
1072	[USER] [USER] Dawg talk to some women who actually wear burkha, its not always a sign of oppression, some women actually find power in it! Stop casually being a islamophobe . Stop coming after othera[CUR]™s religion. You are just a narcissistic vi	NOT	
1073	Now you can't call WuhanVirus a ChineseVirusCorona CCP has cleverly implanted racism propoganda to block it... [USER] [USER] [USER] [URL]	NOT	
1074	robert you can come to me at the end of july :) idk what about abdul .asshole dont keep animals at home. come join us in ours factory i have a pland to realise for 100k pln monthly on head come we will work this out and go to miley. we can pay for a jet to LA but leave itto Miley	NOT	
1075	Bill Gates demanding America not to share the covid19 vaccine formulas with India is absolutely disgusting. Dona[CUR]™t feel sorry for his divorce, when he is willing to let millions die. BillGates COVIDEmergencyIndia Stayhome IndiaCovidCrisis	NOT	
1076	[USER] Bloody cover up.Where were his security detail?All those trying desperately to remove him from office have finally succeeded through murder.....y'all know yourselves....mind you,'KARMA IS A BITCH'	HOF	['(u_1 / bitch)']
1077	"Fuck the piece of shit honestly hea[CUR]™s not worried about ""public health "" people 20& under are more likely to die of influenza than they are the chinesevirus ita[CUR]™s time to stop pretending like wuhanflu is a huge epidemic it has a 1.7% CFR ita[CUR]™s time to get back to life firefauci [URL]"	HOF	['(u_2 / fuck)']
1078	[USER] [USER] [USER] Hey shitbag, almost 50% of marriages in Pakistan are of 1st cousins. That makes half of their population inbred. Maybe thats too much for you to understand.	NOT	
1079	As India undergoing a deadly second wave, hospitals are running out of resources. Help us to provide life-saving healthcare supplies, please donate & share: [URL] IndiaCovidCrisis IndiaCovidRelief indiacovid	NOT	
1080	Pauline Hanson must be upset that the PM is stealing her voter base. First, with his sexism & misogyny, now with his racist bullyboy threats against Indian Australian citizens wanting to return home.😖😠auspol IndiaCovidCrisis IStandWithIndianAustralians	NOT	
1081	This is on the face of the bhakts sharing all the rumours and spreading all the hate, incited by BJP IT Cell.Verify before you share! And stop igniting this state! Things were way peaceful before you'll came in! ResignModi bangalviolence tmcgoons bangalviolence JoyBangla [URL]	NOT	
1082	Yesterday I discovered my FLF was growing a new leaf. Today when I was watering, I was a clumsy bitch and broke off the new growth. So if you need me I'll be pouting for the rest of the week. [URL]	HOF	['(u_1 / bitch)']
1083	[USER] They deserve it. Dubas is a smug son of a bitch	HOF	['(u_1 / bitch)']
1084	[USER] All them goofy niccas watching that shit. If that's my people's I'm airing the place out.	NOT	
1085	I hate Modi, BJP and it's workers. This hate is not because of it's Hindu-Muslim/ mandir-masjid dirty politics.. But it's because of it's unconstitutional and non-democratic acts. bjpmuktbharat ModiMustResign BjpDestroyedIndia ModiFailsIndia IndiaCovidCrisis CovidIndia	NOT	
1086	When will we learn to support for once, and stop criticising. Why can't we just come together and fight this. USA - 33m cases 10% of population INDIA - 19m cases 1.5% of population USA Deaths per Million- 1777 INDIA Deaths per Million - 157 IndiaCovidCrisis [URL]	NOT	
1087	[USER] A Twat ☝🥱 can't imagine anything more painful than listening to these 2 Biggest Bores 🥱	NOT	
1088	I was a poor little kid in the lungs of new York Just like a motherless son of a bitch Loaded on ephedrine looking for downers and coke Like a sun that just wouldn't set out on the horizon Singing and dancing to them nighttime songs	HOF	['(u_1 / bitch)']
1089	We know the proverb 'Health is wealth' But at present in India it has turned 'Wealth is health' People are buying oxygen, beds, oxygen concentrators, etc Time has become so worse. Who had cursed us💔 Everyone is helpless without everyone's support🙏. IndiaCovidCrisis	NOT	
1090	[USER] [USER] What nonscence..if she had so much of problem she wouldn't have casted him..it was he show..her show rep was high all becz of sushi.what is trying to prove she did meherbani in Sushi.why the heck she went to funeral n cried n did that natak.. bloody bitch	HOF	['(u_1 / bitch)']
1091	[USER] Who is that wanker...on the left side in pakistan jersey.... I dont know anything about cricket other than indian players	HOF	['(u_1 / wank)']
1092	[USER] [USER] [USER] [USER] [USER] [USER] and all members of [USER] [USER] Please stop having conferences with your STUPID PM because he needs to focus on the citizens right now. It's upsetting how we have to ask YOU to stop because our PM WONT Resign_PM_Modi	NOT	
1093	[USER] Absolutely shameless !! ResignPMmodi	NOT	
1094	[USER] [USER] Sly fucker gave up on us weeks ago Terry	NOT	
1095	[USER] Well, you can always pay some scumbag asshole [CUR]200 for a longsleeve on some secondhand site	HOF	['(u_401 / asshole)']
1096	[USER] You are incapable to take care of Karyakartas well-being. Bengal is burning with killing, rape,loot and destruction. But instead of arrest Momta/ imposing president rule ,you are into Dharna which is height of incompetence. More than 1.25 lakhs left	NOT	
1097	As independent citizen I have my constitutional rights to have political opinions and I feel noone can force me to change for any reason. What WB is witnessing is Shame and elected Government is having a responsibility to take care of its citizens under oaths BengalBurning	NOT	
1098	[USER] [USER] 50 jobs, Bloody hell. What benefits brexit is bringing! With results this strong I'm beginning to wonder why I voted to remain in the EU.	NOT	
1099	You said it, Sir...!! This 2nd Wave has come too close to many of us and it has scared all of us. This ChineseVirus is to be scared of. Be wary. Be careful. Be safe. & Stay Healthy. [URL]	NOT	
1100	[USER] Christ, I'd be choking on my bollocks if I swam in that!	NOT	
1101	[USER] [USER] [USER] I need to go to Florida and see the Mario statue, Maybe I'll wrestle a florida man too, cause I'm Australian... well, I mean why the bloody hell not.	NOT	
