text_id	text	task_1	task_2	task_3
hasoc_en_416	[USER] is not a harmless buffoon. he is a cold, calculating, vile man who uses his persona to get away with his racism, homophobia and elitism. Oh and he's soon to be our new prime minster, help us all BorisJohnsonShouldNotBePM borisjohnson [URL]	HOF	HATE	TIN
hasoc_en_417	Trump's birthday today. Called Mar-a-Lago 1-561-832-2600 & the Vancouver one 604-979-8888 to shout FUCKTRUMP. Feel better already. Join me. [URL]	NOT	NONE	NONE
hasoc_en_418	SAVETHESAVIOUR movement will go down in history as one of the biggest movements in the history of India. It doesn't matter if the govt holds on to it's ego, we will be remembered as people who didn't bow down to fear and dishonesty. DoctorsFightBack Wewillnotbowdown	NOT	NONE	NONE
hasoc_en_419	[USER] trump2020 fucktrump Maybe you can hire the ex cons to perform with you in your sex tape enterprises. Dog Vomit Trump and his porn star presidency. Horseshit. [URL]	HOF	PRFN	TIN
hasoc_en_420	Now I am watching [USER] and what [USER] is saying is really relatable! Both central govt. And state govt. Of every state should understand this problem. StandWithDoctors StopViolenceAgainstDoctors DoctorsFightBack	NOT	NONE	NONE
hasoc_en_421	[USER] I'm 'OK' with it! Christopher Steele was so concerned about what he was finding that he contacted FBI, right?! That's what the TRUMP CAMPAIGN & TRUMP FAMILY SHOULD HAVE DONE! TrumpIsATraitor TrumpMustGo	HOF	HATE	TIN
hasoc_en_422	[USER] I am crushed that no one is calling attention to the lie that [USER] told about JamesComey being a convict!!! See the short clip to confirm that Trump Administration is lying. TrumpIsATraitor TrumpResign TrumpTantrum WhiteHouse [URL]	HOF	HATE	TIN
hasoc_en_423	[USER] You belong in jail and then in hell murderer JusticeForNicoleAndRon	HOF	HATE	TIN
hasoc_en_424	IndiavsAustralia, ICCCricketWorldCup2019 Match Preview: IND Take On AUS Amid MS Dhoni's Glove Controversy [URL] DhoniKeepsTheGlove INDvsAUS AusVsInd	NOT	NONE	NONE
hasoc_en_425	Don't know y no rain in England's match . Does this WorldCup2019 is fixed ? 5th match of England but no rain or a drop of water in there games 😠😠🤨 . I think that [USER] and [USER] had fixed the CWC19 for them . ShameOnICC ENGvWI ENGvWI TeamIndia INDvsPAK	HOF	HATE	TIN
hasoc_en_426	Fact One [USER] and BorisJohnson attend Eton and Oxford RoryStewart becomes Foreign office Diplomat awarded OBE for services in Afghanistan BorisJohnson becomes Times Newspaper Columnist sacked for deception roryforleader BorisJohnsonShouldNotBePM	HOF	HATE	TIN
hasoc_en_427	Its better if ICC switches to swimming events they may at least fee for swimming from kids lol ShameOnICC	NOT	NONE	NONE
hasoc_en_428	[USER] Didi wouldn't let it go down too well. Will she? Her own MP is in for doctorsstrike. DoctorsProtest DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_429	if you will see a Rapist then what u will do to them ?	NOT	NONE	NONE
hasoc_en_430	'WE THE PEOPLE' 👀 ⬇⬇⬇⬇⬇⬇⬇⬇ HongKongProtest 💪 ⬇⬇⬇⬇⬇⬇⬇⬇ TheResistance ResistersForum PeoplesMarch ✊ ⬇⬇⬇⬇⬇⬇⬇⬇ trumpCrimeFamily trumpIsACriminal trumpIsATraitor trumpObstructedJustice LiarInChief	NOT	NONE	NONE
hasoc_en_431	Kashmir Countries sponsoring Terrorism must be held accountable: PM Modi at SCOSummit2019 In Bishkek Kyrgyzstan TerrorismFreeKashmir ModiSCOToughTalk ModiExposesPak Pakistan dawn freebalochistan Pashtun terroristnationpakistan [USER] cpec [URL]	NOT	NONE	NONE
hasoc_en_432	[USER] [USER] BreakingNews HappeningNow acrossthecountry: While some are using Trump's 73rd birthday to celebrate John McCain, mostAmericans are hoping the WorstPresidentEver celebrates next year with a cupcake on his federalprison cafeteriatray. 🧁 FuckTrump [URL] [URL]	NOT	NONE	NONE
hasoc_en_433	Few people are asking me I am a engineer why I am promoting doctors? If my support is promoting doctors than its fine. My sister and my bestfriends are doctors. I can't imagine anyone attacking them ever. As said earlier doctors and soldiers deserve respect. DoctorsFightBack	NOT	NONE	NONE
hasoc_en_434	[USER] [USER] Ab ye btayega who is better Dhoni or Gavaskar? FYI Sunil Gavaskar once said Dhoni is the best limited over player India produced after Kapil dev. Jai Hind 🇮🇳✌👍 DhoniKeepsTheGlove Dhoni AUSvIND	NOT	NONE	NONE
hasoc_en_435	Why the DoctorsFightBack is not just about violence unleashed on them ? Its time to address faltering justice systems, crippled health systems and broken dreams [URL]	NOT	NONE	NONE
hasoc_en_436	[USER] [USER] ✌💚💜🍫🎨🍯😘 GTFOofMyWhitehouse Traitors NazisNOTWelcome NOQUARTER4Racist NOQUARTER4RacistSympathizers ResignORImpeach Derelict Unfit Incompetent Rapist ImpeachTheMF G E T O U T...❗❗❗ GET THEM ALL O U T ❗❗❗. [URL]	NOT	NONE	NONE
hasoc_en_437	Following OJ Simpson would be entertaining but I dont need to follow a murderer sociopath when people like his tweets and he's automatically on my TL. He is crazy! Just saw him rambling about Kloe K. Damn why isn't he locked up😞 murderer	HOF	OFFN	TIN
hasoc_en_438	[USER] I can't wait for the debates. So much to chose from. TrumpIsADisgrace TrumpIsACriminal TrumpIsATraitor ImpeachDonaldTrump	NOT	NONE	NONE
hasoc_en_439	[USER] [USER] I hope they make him Chancellor so he can find out how much unicorns really cost. BorisJohnsonShouldNotBePM StopBrexit RevokeArticle50	NOT	NONE	NONE
hasoc_en_440	Fascinating summary of UK ToryLeadershipContest candidates records after the C4debate for ToryLeadershipElection which may decide BrexitShambles or RevokeArticle50 RemainAndRebuild : RoryTalks gove (& thank goodness we didn't have to listen to BorisJohnsonShouldNotBePM ) [URL]	NOT	NONE	NONE
hasoc_en_441	[USER] [USER] [USER] we haven't forgotten about the CentralParkFive ..... lets hope u haven't.... Trump tooks ads out to kill 5 innocent men.. No matching DNA for accused crime, and eventually realeased as innocent. FUCKtRump HesTheFuckingDevil. POStrump	NOT	NONE	NONE
hasoc_en_442	The fact that it's FlagDay makes it appropriate to also make it JohnMcCainDay, as he was recognized as a great American & patriot. But the fact that it's also DonTheCon's birthday makes it really sweet to make it John McCain Day! 😀 TrumpIsATraitor TrumpIsADisgrace [URL]	NOT	NONE	NONE
hasoc_en_443	Boris isn't even PM yet but he is already destroying trade with the EU and enriching his friends - We know what type of Boris we will get - Inept, indolent and offensive - a UK Trump without ANY of the economic firepower Nutter! BorisJohnsonShouldNotBePM BorisJohnson [URL]	HOF	OFFN	TIN
hasoc_en_444	DoctorsFightBack zeenews When everyone including Doctors see, satisfied and cured patient and there relatives is blessed thing in Doctor's life. It's fundamental right of safety! Find any other smart and strong way to convince through your creamer brain!	NOT	NONE	NONE
hasoc_en_445	[USER] We know who's power hungry. We haven't forgotten what this vile woman did to PVNarasimhaRao and his legacy. congressmuktbharat	NOT	NONE	NONE
hasoc_en_446	Russia has no intentions of withdrawing from Venezuela, but Trump said they told him they will and 'he's always right.' Russia is establishing a presence in this hemisphere. It must be fakenews that JFK stopped a war over that in Cuba. FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_447	[USER] As long as it's not that ahole from Iceland Wolf Stansson. 😡dickhead.	NOT	NONE	NONE
hasoc_en_448	In Al Capone's whole life, I don't think he called the FBI eithet...Trump TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_449	BUSTED: The ugly internal 2020 polls CrookedTrump said didn't exist just got leaked TrumpIsATraitor [URL]	NOT	NONE	NONE
hasoc_en_450	Mitch McConnell admits IdiotTrump's trade war is just a tax hike 'on working-class people' [URL]	NOT	NONE	NONE
hasoc_en_451	[USER] If anything it will allow his followers to share more lies and misinformation on the interweb even faster and more efficiently. BorisJohnsonShouldNotBePM borisjohnson liar	NOT	NONE	NONE
hasoc_en_452	[USER] [USER] [USER] What was I thinking with Greene? First and last time for him. Balta came in under [CUR]200k (I think the week before). Bought Josh Kelly in this week too!! 🤪 dickhead	NOT	NONE	NONE
hasoc_en_453	[USER] Obviously, you don't know anything about JohnDean .... LoserTrump DonTheCon fraud Liar LiarInChief TrumpIsAFraud rapist	NOT	NONE	NONE
hasoc_en_454	Ex-Student Fights College Over Fate of Alleged Rapist - Jun 16 [USER] 2:48 AM ET [URL]	NOT	NONE	NONE
hasoc_en_455	[USER] [USER] He's also lied, cheated, committed crimes against America, broken emoluments laws, nepotism, spread his corruption, conspired with Russia, and banked millions of our tax dollars while you dumbf**ks cheer -You have become his accomplices TrumpIsAFraud TrumpIsATraitor	HOF	OFFN	TIN
hasoc_en_456	[USER] does not see anything wrong with this picture because there is no Balidaan symbol in it 😠 shameonIcc [URL]	NOT	NONE	NONE
hasoc_en_457	[USER] Enough of what douchebag?	NOT	NONE	NONE
hasoc_en_458	[USER] [USER] I went looking for dickheads this weekend and I found you. douchebag	HOF	PRFN	TIN
hasoc_en_459	[USER] You are such a little douchebag...	NOT	NONE	NONE
hasoc_en_460	[USER] Is she wearing clothes? TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_461	TruMcP Jr needs to turn himself in!!! fucktrump [URL]	NOT	NONE	NONE
hasoc_en_462	Thank you capstan EidMubarak PTI imranhataomulkbachao imrankhan [USER] [URL]	NOT	NONE	NONE
hasoc_en_463	Yesterday match AUSvWI Gayle got out by lbw in no ball..ICC [USER] Don't have time to fine umpires for poor umpiring. But they have time to say remove the balidan symbol from dhoni gloves😡😡 it's ridiculous 😡 DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_464	By wearing the BalidaanBadge over his gloves [USER] has shown his love & respect for the forces. [USER] should understand that this is not related to any political/religious/racial activities This is about our NationalPride DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_465	Is it just cold or these guys are really on something? Umpiring has reached its absolute lowest. Even the reputed ones as well. ENGvWI WeAreEngland MenInMaroon CWC19 ShameOnICC	NOT	NONE	NONE
hasoc_en_466	[USER] His own son died of cancer.. and hw can cure it? I'd say he's a Douchebag	NOT	NONE	NONE
hasoc_en_467	[USER] This is terrific! People have started defending criminals when they see he/she belong to their religion. But, fortunately Bharat has not become countries like middleeast. They will never become one. Rapist shall get punishment if he is conscious of what he/she is doing.	NOT	NONE	NONE
hasoc_en_468	I Helped Obama Win in 2012. Now Trump Is Using the Same Playbook. Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_469	DoYourJobMitch When will you get serious? 9/11 FirstResponders responded in 5 secs they have waited 8yrs for you to respond😠 YouShouldBeAshamed Resist FuckTrump VoteBlueToEndThisNightmare VoteBlue2020 ImpeachTrump ImpeachMconnell [URL]	NOT	NONE	NONE
hasoc_en_470	[USER] Psst You were installed not elected with help from foreign entity. There were also iregularies with voting machines. VoteBlueToSaveAmerica VoteBlueToEndThisNightmare TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_471	We'll all wave 'buh-bye' to those 30 or more treasonous Remain Tories who have held citizens in chaos during their BrexitBetrayal & brexitbehindcloseddoors. Leave 💪🇬🇧Brexitcast BorisJohnsonShouldNotBePM RoryStewart [USER] [USER] [USER] [USER] [URL]	NOT	NONE	NONE
hasoc_en_472	notmypresident Looking forward to seeing the donald blimp in D.C. fucktrump realDonaldTrump EPIC! [URL]	NOT	NONE	NONE
hasoc_en_473	So Sad and Worried! imranhataomulkbachao [URL]	NOT	NONE	NONE
hasoc_en_474	ShameOnICC Fans have been left frustrated as rain delays and washouts are slowly starting to dominate the narrative around the World Cup.ICC should feel ashamed as Eden Gardens has facility of full covering during a rain threat in Kolkata Why not London? 4 matches already lost.	NOT	NONE	NONE
hasoc_en_475	[USER] INDPAKVSRAIN [USER] [USER] CWC19 ShameOnICC ''This is not India vs Pakistan This is IND-PAK VS RAIN	NOT	NONE	NONE
hasoc_en_476	Why do British people call people they don't like shower bags? Douchebag	NOT	NONE	NONE
hasoc_en_477	[USER] [USER] What could be more important than attending a debate that Millions of lives depend on? BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_478	[USER] [USER] Dhoni is legend and i guess he will do better whatever he decides later but this controversy will effect on games focus... Let the rule of cricket on top when playing cricket. DhoniKeepsTheGlove Dhoni	NOT	NONE	NONE
hasoc_en_479	[USER] After this response, I'll tell you, I make it a habit of BLOCKING cold-blooded murderers. RIPNicole RotInHell murderer	NOT	NONE	NONE
hasoc_en_480	.[USER] has to establish a record of telling the truth. MSM should never believe anything he says until then. It's a safe bet that will never happen. FuckTrump maga FOXNews WednesdayWisdom [URL]	NOT	NONE	NONE
hasoc_en_481	Opinion: Myanmar's Suu Kyi cozying up to Orban is absurd Antimuslim [URL]	NOT	NONE	NONE
hasoc_en_482	Family Services Counselor Fired After Speaking Out Against Surveillance of Unaccompanied Migrant Children Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_483	[USER] Wake up Mark. Trumpisatraitor Which makes you an accessory. GOPbetraysUSA Remove them from public office. Save the nation.	NOT	NONE	NONE
hasoc_en_484	So now OJ is going to take time off finding the 'real killer' just long enough to 'get even'!?!? Disgusting... OJSimpson SerialKiller murderer	NOT	NONE	NONE
hasoc_en_485	Odisha docs hold protest in support of agitating doctors in [URL] DoctorsFightBack SaveBengal [URL]	NOT	NONE	NONE
hasoc_en_486	IdiotTrump Gets Free Speech Wrong While Refusing To Fire Kellyanne TrumpIsATraitor VoteBlue2020 [URL]	NOT	NONE	NONE
hasoc_en_487	Gavaskar Sahib 1st of all your rule dosent apply on the Respect of Indianarmedforces let me be very loud and clear.Dhoni's Gloves is not breaching the ICC Rules & Regulations at all.I am ashamed of your opinion of opposing this rather than supporting this.. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_488	Doctors are important part of our society and through all these strikes and resignations, all they are asking is their safety which every normal citizen of a country deserves. DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_489	Thursday June 13, 2019 TrumpIsATraitor FakePresident WeAreNotOk TrumpMustGo [URL]	NOT	NONE	NONE
hasoc_en_490	[USER] [USER] [USER] True that ShameOnICC	NOT	NONE	NONE
hasoc_en_491	[USER] You are the biggest Baby on earth! FUCKTrump 25thAmendment ImpeachDonaldTrumpNOW	NOT	NONE	NONE
hasoc_en_492	[USER] It's not funny when Donald Trump makes announcements on TV that he would gladly cooperate with foreign entities to work against Americans. TrumpMustResign TRUMPISACROOK TrumpIsATraitor TrumpIsAFraud [USER] [USER] GOPComplicitTraitors ImpeachTrumpNow	NOT	NONE	NONE
hasoc_en_493	ShameOnICC keep on scheduling like this guys ....	NOT	NONE	NONE
hasoc_en_494	TrumpIsATraitor and a Liar Happy JohnMcCainDay [URL]	NOT	NONE	NONE
hasoc_en_495	This is all happening on a cricket ground.. In jersey, may be an [USER] event. | Where was [USER] & their rule-book when this was happening on the play ground. [USER] [USER] [USER] [USER] [USER] [USER] [USER] DhoniKeepsTheGlove [USER] [URL]	NOT	NONE	NONE
hasoc_en_496	fucktrump impeachtrump 😂😂😂😂😂😂😂 [USER] Houston, Texas [URL]	NOT	NONE	NONE
hasoc_en_497	"""Every time I see Boris he's hanging from a wire with straps round his baws"" janeygodleyvoiceover swearing BorisJohnsonShouldNotBePM [URL]"	NOT	NONE	NONE
hasoc_en_498	This one is understandable. dickhead! [URL]	NOT	NONE	NONE
hasoc_en_499	trendingnow terrorist murderer dumptrump Craig Hicks sentenced to life in 2015 murders of 3 Muslim college students in North Carolina [URL]	NOT	NONE	NONE
hasoc_en_500	A lip reader has reported what Trump was saying to theQueen - 'In fact, your Royal Majestyness. Mine has been confirmed by historians to be the biggest dick of all the American presidents. True, the biggest & the best...'. POTUS Trump dickhead Diplomacy [URL]	HOF	PRFN	TIN
hasoc_en_501	[USER] [USER] really? You have taken it away from journalists? You can dish it out but you can't take it. TrumpIsADisgrace TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_502	Straight to the point! 🤣🤣🤣🤣 democrat democrats voteblue fucktrump bluewave hatersgonnahate democrats demswin2020 demslifestyle michelle46 michelle2020 demsmakeamericagreat dmag lockuptrump lut obama... [URL]	NOT	NONE	NONE
hasoc_en_503	Shoutout to [USER] she is a true blue Resister BlueWave2018 WomensRights Fucktrump 🌊💙❤	NOT	NONE	NONE
hasoc_en_504	Maybe not, exactly. But, the person they colluded with sure has a few unmarked graves under their belt... TrumpIsATraitor TrumpIsADisgrace TrumpIsNotAboveTheLaw TrumpsAnInternationalDisgrace UnfitForOffice UnfitToBeHumanLetAlonePresident UnfitToBePresident [URL]	NOT	NONE	NONE
